estado,data,primeiro_estadiamento,custo_estadiamento,numero_pacientes,numero_municipios,obitos,obitos_futuros,numero_procedimentos,numero_diagnosticos
Espírito Santo,201307,2,186639.95,664,63,2,12,678,11
Espírito Santo,201307,3,406828.3,764,76,2,21,803,21
Espírito Santo,201307,4,136905.64999999997,163,38,0,10,171,7
Rio de Janeiro,201307,1,257471.75000000003,1509,81,0,7,1534,67
Rio de Janeiro,201307,2,657521.8999999999,2754,88,1,15,2808,133
Rio de Janeiro,201307,3,1661210.4999999998,3246,84,3,33,3342,215
Rio de Janeiro,201307,4,554188.2,714,67,2,21,732,57
Rio de Janeiro,201307,0,54156.600000000006,127,36,0,3,129,10
Rio de Janeiro,201307,,381.25,6,1,0,0,6,0
São Paulo,201307,0,907721.7000000002,1983,220,1,16,2038,109
São Paulo,201307,1,1326641.5500000003,7373,501,2,36,7543,215
São Paulo,201307,2,3145229.499999998,11163,538,8,113,11463,288
São Paulo,201307,3,4042314.049999999,8162,527,13,159,8548,264
São Paulo,201307,4,1703554.800000001,2252,316,6,96,2352,83
Paraná,201307,0,77025.95000000001,287,86,0,6,291,8
Paraná,201307,2,833240.2000000004,2806,323,2,33,2901,75
Paraná,201307,3,1275877.7999999996,2533,317,3,50,2714,91
Paraná,201307,1,332866.85,1693,247,0,9,1744,44
Paraná,201307,4,500502.8000000002,616,162,2,33,654,39
Santa Catarina,201307,1,287680.8,1654,189,0,6,1707,46
Santa Catarina,201307,2,558983.6000000002,1928,214,1,13,1989,44
Santa Catarina,201307,3,779837.9000000003,1494,224,1,21,1556,59
Santa Catarina,201307,4,411155.5500000002,541,132,1,13,568,22
Santa Catarina,201307,0,80837.8,152,55,1,6,153,6
Rio Grande do Sul,201307,2,1345500.5999999996,4438,391,4,54,4562,85
Rio Grande do Sul,201307,0,124634.20000000001,334,89,0,1,353,17
Rio Grande do Sul,201307,1,801913.8,3617,351,2,23,3714,93
Rio Grande do Sul,201307,4,698452.1000000006,872,224,5,34,907,33
Rio Grande do Sul,201307,3,1356284.299999999,2974,359,2,63,3084,69
Mato Grosso do Sul,201307,2,188412.19999999998,632,63,1,6,661,9
Mato Grosso do Sul,201307,3,274279.44999999995,456,66,1,13,472,23
Mato Grosso do Sul,201307,1,86521.05,417,44,0,2,426,8
Mato Grosso do Sul,201307,0,8377.55,14,8,0,0,14,1
Mato Grosso,201307,2,142024.15,415,72,0,14,430,11
Mato Grosso,201307,3,220602.30000000005,450,84,4,39,470,14
Mato Grosso,201307,1,55888.55,243,46,0,4,249,12
Mato Grosso,201307,4,68172.7,71,31,1,18,75,4
Mato Grosso,201307,0,3738.0,11,9,0,1,11,0
Mato Grosso,201307,,2458.65,2,2,0,0,2,0
Goiás,201307,4,126598.84999999996,94,29,0,5,94,5
Distrito Federal,201307,0,7873.5,50,1,0,0,50,0
Distrito Federal,201307,1,13718.75,37,1,0,0,37,5
Distrito Federal,201307,2,45096.5,112,1,0,1,114,13
Distrito Federal,201307,3,32641.75,83,1,0,1,84,10
Distrito Federal,201307,4,14651.699999999999,12,1,0,0,13,4
Rondônia,201308,2,16097.4,82,23,0,2,83,6
Rondônia,201308,3,58727.649999999994,112,28,0,3,116,3
Rondônia,201308,1,6386.35,42,11,0,0,42,0
Rondônia,201308,4,15324.949999999999,22,10,0,3,22,1
Rondônia,201308,0,239.25,3,2,0,0,3,0
Acre,201308,2,14478.2,46,5,0,1,47,1
Acre,201308,1,2135.75,24,2,0,0,24,0
Amazonas,201308,3,145298.5,275,12,0,1,281,3
Amazonas,201308,2,117334.49999999999,359,13,0,1,363,17
Amazonas,201308,4,41567.65,46,2,0,0,46,1
Amazonas,201308,1,17896.5,85,3,0,0,86,2
Amazonas,201308,0,2309.0,3,1,0,0,3,0
Roraima,201308,0,159.5,4,1,0,0,4,0
Roraima,201308,1,2318.0,16,1,0,0,17,1
Roraima,201308,2,4208.0,29,1,0,1,30,0
Roraima,201308,3,9305.85,37,4,0,0,41,1
Roraima,201308,4,4260.5,8,1,0,0,8,0
Pará,201308,1,25993.15,165,24,0,0,169,7
Pará,201308,2,114533.9,441,56,0,1,451,19
Pará,201308,3,186026.4,374,62,1,4,389,17
Pará,201308,4,63924.65000000001,57,19,0,2,58,6
Pará,201308,0,79.75,1,1,0,0,1,0
Amapá,201308,2,14150.0,19,3,0,1,19,2
Amapá,201308,0,1700.0,1,1,0,0,1,0
Amapá,201308,1,1400.0,2,1,0,0,2,0
Amapá,201308,3,8006.5,12,3,0,0,13,1
Amapá,201308,4,4717.0,5,2,0,0,5,0
Tocantins,201308,3,78797.65,112,43,0,4,121,1
Tocantins,201308,1,8241.0,47,17,0,0,49,0
Tocantins,201308,0,159.5,2,2,0,0,2,0
Tocantins,201308,4,27359.800000000003,24,17,0,3,24,3
Tocantins,201308,2,37443.899999999994,127,35,0,0,129,3
Maranhão,201308,1,62830.950000000004,271,56,1,4,282,8
Maranhão,201308,2,188082.74999999997,570,86,1,9,591,13
Maranhão,201308,3,388345.6499999999,542,101,1,13,569,26
Maranhão,201308,4,97405.40000000001,95,26,1,9,99,3
Maranhão,201308,0,3938.4,4,4,0,0,4,0
Piauí,201308,2,129690.15000000001,546,108,0,2,569,15
Piauí,201308,1,80075.4,307,81,0,2,317,7
Piauí,201308,3,207380.5,407,99,1,10,439,14
Piauí,201308,4,45874.649999999994,38,16,0,3,40,2
Piauí,201308,0,1639.75,2,2,0,0,2,0
Rio Grande do Norte,201308,1,71904.9,361,62,0,3,378,10
Rio Grande do Norte,201308,2,267345.25,646,112,1,7,696,24
Rio Grande do Norte,201308,3,406960.3500000001,622,103,3,14,670,15
Rio Grande do Norte,201308,4,107736.1,76,24,0,5,86,1
Paraíba,201308,2,236787.35,712,120,0,7,739,29
Paraíba,201308,0,6799.65,47,20,0,0,48,1
Paraíba,201308,1,58579.3,286,72,0,2,295,12
Pernambuco,201308,0,115339.15,165,50,0,2,171,6
Pernambuco,201308,1,153194.55,663,112,0,1,684,26
Pernambuco,201308,2,785258.4500000001,2096,163,1,15,2181,69
Pernambuco,201308,3,742669.1000000002,1423,149,4,14,1490,50
Pernambuco,201308,4,245373.44999999998,311,63,0,7,325,7
Pernambuco,201308,,3129.9,2,2,0,0,2,0
Alagoas,201308,2,168010.44999999998,414,69,1,5,429,10
Alagoas,201308,3,356437.0500000001,494,81,2,20,531,25
Alagoas,201308,1,27027.65,167,34,0,2,171,2
Alagoas,201308,0,13084.449999999999,22,6,0,1,22,0
Alagoas,201308,4,102732.05,79,23,1,5,84,4
Sergipe,201308,2,47526.6,193,39,0,3,199,32
Sergipe,201308,3,120637.9,239,46,0,5,245,44
Sergipe,201308,4,31845.200000000004,39,15,0,1,40,5
Sergipe,201308,0,360.0,1,1,0,0,1,0
Sergipe,201308,1,8300.75,86,22,0,0,87,16
Bahia,201308,1,214136.25,1071,186,0,6,1119,45
Bahia,201308,2,718626.0000000001,2273,296,3,24,2400,64
Bahia,201308,3,1005232.3000000004,1770,282,4,57,1890,83
Bahia,201308,4,430583.6499999999,405,136,1,15,420,23
Bahia,201308,0,10186.65,31,21,0,0,31,1
Bahia,201308,,529.25,1,1,0,0,1,0
Minas Gerais,201308,3,2292514.3499999964,3966,596,10,111,4198,125
Minas Gerais,201308,1,742427.6999999998,3790,488,0,26,3914,113
Minas Gerais,201308,2,1779167.9499999986,5643,636,4,65,5913,144
Minas Gerais,201308,4,805974.5500000011,831,267,4,45,871,28
Minas Gerais,201308,0,83017.7,215,105,0,3,226,10
Minas Gerais,201308,,0.0,1,1,0,0,1,0
Espírito Santo,201308,0,50153.8,148,26,0,1,149,10
Espírito Santo,201308,1,129758.80000000002,505,57,0,8,532,23
Espírito Santo,201308,2,177098.4,672,63,2,11,687,11
Espírito Santo,201308,3,417653.2,769,72,1,22,803,22
Espírito Santo,201308,4,157796.54999999996,177,39,0,10,179,7
Rio de Janeiro,201308,1,236231.10000000003,1573,81,0,8,1593,71
Rio de Janeiro,201308,2,708742.45,2892,88,1,16,2950,112
Rio de Janeiro,201308,3,1622912.8499999994,3366,85,3,31,3456,174
Rio de Janeiro,201308,4,520545.0999999999,713,67,1,23,729,48
Rio de Janeiro,201308,0,65868.35,143,37,1,3,144,14
Rio de Janeiro,201308,,399.5,9,2,0,0,9,0
São Paulo,201308,0,919880.5500000003,2015,221,2,15,2080,109
São Paulo,201308,1,1356607.45,7462,505,1,37,7624,193
São Paulo,201308,2,3242060.4999999995,11303,540,10,110,11652,306
São Paulo,201308,3,4183259.3499999996,8302,532,11,157,8727,237
São Paulo,201308,4,1753574.4000000013,2271,319,6,99,2394,89
Paraná,201308,0,65671.05,283,85,0,7,286,2
Paraná,201308,2,814440.0500000003,2785,325,1,30,2886,68
Paraná,201308,3,1324079.3999999997,2543,314,2,50,2715,80
Paraná,201308,1,318900.2,1716,250,0,9,1760,50
Paraná,201308,4,507112.15000000026,632,159,2,34,674,39
Santa Catarina,201308,1,273242.7,1680,189,0,6,1735,48
Santa Catarina,201308,2,537446.9000000001,1963,213,1,15,2020,55
Santa Catarina,201308,3,764109.4000000001,1532,227,4,21,1588,53
Santa Catarina,201308,4,418687.60000000027,544,132,2,13,564,21
Santa Catarina,201308,0,77881.80000000002,151,58,0,5,152,1
Rio Grande do Sul,201308,0,122868.30000000002,335,86,0,1,351,13
Rio Grande do Sul,201308,1,854028.5500000002,3722,360,2,22,3839,91
Mato Grosso do Sul,201308,2,193451.95,626,63,2,5,650,11
Mato Grosso do Sul,201308,3,269410.29999999993,465,66,2,14,483,27
Mato Grosso do Sul,201308,1,72199.25,409,43,0,2,415,3
Mato Grosso do Sul,201308,0,5628.9,14,8,0,0,14,0
Mato Grosso,201308,2,119713.4,426,71,3,14,443,12
Mato Grosso,201308,3,215715.55,462,81,5,37,482,17
Mato Grosso,201308,1,54674.25,248,47,1,5,255,6
Mato Grosso,201308,4,74102.90000000001,69,30,1,19,74,6
Mato Grosso,201308,0,2417.75,10,9,0,1,10,0
Mato Grosso,201308,,2458.65,2,2,0,0,2,0
Goiás,201308,0,117000.1,219,59,0,5,232,6
Goiás,201308,1,84065.95000000001,386,80,1,4,397,14
Distrito Federal,201308,0,4952.25,34,1,0,0,34,1
Distrito Federal,201308,1,7052.25,36,1,0,0,36,3
Distrito Federal,201308,2,31459.1,106,1,0,1,107,12
Distrito Federal,201308,3,27756.800000000003,83,1,0,1,83,8
Distrito Federal,201308,4,16500.199999999997,11,1,0,0,11,0
Rondônia,201309,2,23369.15,84,23,0,2,85,4
Rondônia,201309,3,62364.04999999999,113,28,0,3,117,8
Rondônia,201309,1,3791.85,41,12,0,0,41,0
Rondônia,201309,4,17912.45,22,12,0,3,22,2
Rondônia,201309,0,3067.65,4,3,1,1,4,0
Acre,201309,2,11728.7,45,6,0,1,45,2
Acre,201309,3,41421.4,61,8,0,1,63,3
Acre,201309,1,2056.0,23,2,0,0,23,0
Acre,201309,4,4538.25,5,2,0,1,5,1
Amazonas,201309,3,138373.0,280,11,1,1,289,5
Amazonas,201309,2,108207.65,375,13,1,1,380,15
Amazonas,201309,4,39628.65,49,2,0,0,49,3
Amazonas,201309,1,14592.75,89,3,0,0,91,4
Amazonas,201309,0,2388.75,4,2,0,0,4,0
Roraima,201309,1,1620.0,2,1,0,0,2,0
Roraima,201309,2,1309.0,5,1,0,0,5,0
Roraima,201309,3,2449.75,4,1,0,0,4,0
Pará,201309,1,30501.9,193,25,0,0,195,7
Pará,201309,2,176882.65,526,62,0,2,543,26
Pará,201309,3,279446.9,488,71,0,4,508,42
Pará,201309,4,67834.25,67,22,0,2,69,5
Pará,201309,0,79.75,1,1,0,0,1,0
Amapá,201309,2,14657.25,20,4,0,1,21,0
Amapá,201309,4,3437.0,5,3,0,0,5,1
Amapá,201309,0,1700.0,1,1,0,0,1,0
Amapá,201309,1,0.0,1,1,0,0,1,0
Amapá,201309,3,11051.0,15,3,0,0,17,2
Tocantins,201309,3,84312.0,110,42,0,4,117,3
Tocantins,201309,1,7036.6,48,16,0,0,51,2
Tocantins,201309,0,159.5,2,2,0,0,2,0
Tocantins,201309,4,24882.100000000002,21,16,0,4,22,0
Tocantins,201309,2,39414.25,125,36,0,0,127,2
Maranhão,201309,1,67261.65,271,55,0,3,283,8
Maranhão,201309,2,181952.69999999998,582,88,0,8,603,19
Maranhão,201309,3,377862.7499999999,562,99,2,15,585,21
Maranhão,201309,4,100019.90000000001,98,25,0,9,103,5
Maranhão,201309,0,3938.4,4,4,0,0,4,0
Piauí,201309,2,152258.55,561,108,1,2,593,18
Piauí,201309,1,75718.65000000001,301,78,0,2,309,6
Piauí,201309,3,211330.8,428,103,1,11,466,18
Piauí,201309,4,42472.649999999994,38,17,0,3,41,2
Piauí,201309,0,1359.75,5,3,0,0,5,3
Rio Grande do Norte,201309,1,92973.95000000001,376,64,0,3,400,21
Rio Grande do Norte,201309,2,274576.55,656,115,1,7,693,22
Rio Grande do Norte,201309,3,429806.6500000001,620,103,0,12,667,27
Rio Grande do Norte,201309,4,98537.1,76,25,2,5,86,3
Rio Grande do Norte,201309,0,381.25,2,2,0,0,2,0
Paraíba,201309,3,453696.80000000005,893,158,1,22,930,25
Paraíba,201309,2,226866.5,715,124,0,9,738,13
Paraíba,201309,0,6769.4,44,20,0,0,45,0
Paraíba,201309,1,51966.05,287,72,0,2,294,7
Paraíba,201309,4,107271.14999999998,94,35,1,3,98,7
Pernambuco,201309,0,116067.04999999999,169,51,0,2,176,3
Pernambuco,201309,1,161934.05,657,112,0,1,678,26
Pernambuco,201309,2,805228.4,2112,165,0,15,2235,52
Pernambuco,201309,3,775127.5000000002,1431,153,0,13,1506,47
Pernambuco,201309,4,246886.84999999998,309,61,1,6,323,14
Pernambuco,201309,,3129.9,2,2,0,0,2,0
Alagoas,201309,2,161351.15,408,70,1,5,422,9
Alagoas,201309,3,356682.00000000006,507,84,2,19,537,16
Alagoas,201309,1,24175.9,167,36,0,2,172,4
Alagoas,201309,4,99667.75,79,24,0,6,88,3
Sergipe,201309,2,55120.05,192,35,0,3,198,18
Sergipe,201309,3,147152.85,248,48,0,4,258,29
Sergipe,201309,4,43738.50000000001,45,14,0,1,46,10
Sergipe,201309,0,600.0,1,1,0,0,1,0
Sergipe,201309,1,24468.5,96,21,0,1,98,11
Bahia,201309,1,187159.15000000002,1068,187,1,6,1119,23
Bahia,201309,2,689798.2,2285,296,0,22,2421,60
Bahia,201309,3,1024107.9000000003,1792,292,4,60,1925,62
Bahia,201309,4,433396.54999999993,393,132,3,16,414,9
Bahia,201309,0,17744.5,30,18,0,0,31,4
Bahia,201309,,529.25,1,1,0,0,1,0
Minas Gerais,201309,3,2298204.7499999967,3983,598,6,116,4228,110
Minas Gerais,201309,1,756845.4499999998,3837,495,3,29,3987,112
Minas Gerais,201309,2,1806395.7999999986,5680,645,4,66,5946,130
Minas Gerais,201309,4,812528.1500000011,830,260,2,43,868,26
Minas Gerais,201309,0,85020.95,213,104,0,3,217,12
Minas Gerais,201309,,0.0,1,1,0,0,1,0
Espírito Santo,201309,0,44044.55,115,26,0,1,116,15
Espírito Santo,201309,1,138309.05,502,57,0,7,533,11
Espírito Santo,201309,2,183820.9,669,63,1,9,683,14
Espírito Santo,201309,3,431465.85000000003,774,73,2,21,816,13
Espírito Santo,201309,4,155046.94999999998,173,39,0,11,177,3
Rio de Janeiro,201309,1,255189.00000000003,1560,80,0,8,1581,65
Rio de Janeiro,201309,2,744437.8,2846,89,1,17,2921,103
Rio de Janeiro,201309,3,1740413.95,3370,88,7,31,3466,188
Rio de Janeiro,201309,4,509934.69999999995,702,69,3,23,719,37
Rio de Janeiro,201309,0,57338.600000000006,144,35,0,3,145,7
Rio de Janeiro,201309,,381.25,8,2,0,0,8,0
São Paulo,201309,0,925764.6500000001,2042,224,0,18,2108,98
São Paulo,201309,1,1376342.1500000001,7504,503,4,37,7689,201
São Paulo,201309,2,3226999.9499999993,11376,540,9,104,11730,300
São Paulo,201309,3,4124341.35,8320,533,12,157,8770,248
São Paulo,201309,4,1795683.200000001,2290,327,13,99,2386,112
Paraná,201309,0,69197.8,286,87,0,7,295,8
Paraná,201309,2,833016.1500000003,2810,328,1,32,2915,89
Paraná,201309,3,1242017.5999999996,2590,314,6,49,2743,83
Paraná,201309,1,325325.2,1744,256,2,9,1794,53
Paraná,201309,4,531052.4500000003,668,160,3,34,714,45
Santa Catarina,201309,3,758538.9000000003,1550,229,1,19,1599,51
Santa Catarina,201309,1,253571.9,1672,187,0,6,1717,39
Santa Catarina,201309,2,488239.2500000001,1946,212,1,15,1989,40
Santa Catarina,201309,4,419722.00000000023,558,139,1,12,577,27
Santa Catarina,201309,0,73919.35,154,57,0,4,154,5
Rio Grande do Sul,201309,2,1389475.2499999988,4670,407,3,49,4777,109
Rio Grande do Sul,201309,0,118558.35,345,91,0,1,361,12
Rio Grande do Sul,201309,1,850077.8,3816,366,1,22,3922,95
Rio Grande do Sul,201309,4,735777.9500000007,946,234,2,37,996,54
Rio Grande do Sul,201309,3,1374870.6499999997,3134,371,4,66,3253,75
Mato Grosso do Sul,201309,2,166605.6,637,62,0,5,662,12
Mato Grosso do Sul,201309,3,252684.79999999993,462,66,2,14,484,7
Mato Grosso do Sul,201309,4,64640.450000000004,66,24,1,6,69,6
Mato Grosso do Sul,201309,1,62145.25,401,41,0,2,406,1
Mato Grosso do Sul,201309,0,6379.9,16,8,0,0,16,0
Mato Grosso,201309,3,232659.55,458,80,3,37,478,14
Mato Grosso,201309,4,80116.84999999999,70,31,2,19,74,2
Mato Grosso,201309,,2458.65,2,2,0,0,2,0
Goiás,201309,0,101049.55,220,59,0,5,229,5
Goiás,201309,2,243114.55,762,125,1,14,786,17
Goiás,201309,3,502626.0000000001,800,144,1,31,823,49
Goiás,201309,1,82871.70000000001,393,79,0,3,407,17
Goiás,201309,4,131485.84999999998,102,29,2,7,110,8
Distrito Federal,201309,0,4812.75,31,1,0,0,31,0
Distrito Federal,201309,1,4882.75,39,1,0,0,40,9
Distrito Federal,201309,2,28419.6,103,1,0,1,104,7
Distrito Federal,201309,3,23665.4,80,1,0,1,80,11
Distrito Federal,201309,4,16308.349999999999,15,1,0,0,15,5
Rondônia,201310,2,22950.65,83,22,0,2,84,6
Rondônia,201310,3,77663.90000000001,103,22,0,3,109,8
Rondônia,201310,1,7104.7,43,12,0,0,45,2
Rondônia,201310,4,14924.449999999999,21,13,0,3,22,1
Rondônia,201310,0,239.25,3,2,0,0,3,0
Acre,201310,2,12496.45,54,7,0,1,54,3
Acre,201310,3,32491.5,67,10,1,1,68,0
Acre,201310,1,3444.75,30,3,0,0,30,2
Acre,201310,4,5369.0,7,3,0,1,7,1
Amazonas,201310,3,139275.4,277,11,0,1,290,8
Amazonas,201310,2,113044.04999999997,382,13,0,1,389,10
Amazonas,201310,4,44766.700000000004,51,3,0,0,52,3
Amazonas,201310,1,13252.25,90,3,0,0,91,1
Amazonas,201310,0,2388.75,4,2,0,0,4,0
Roraima,201310,2,5890.25,8,1,0,0,9,2
Roraima,201310,3,1309.75,2,1,0,0,2,0
Pará,201310,1,27357.4,182,21,0,0,183,8
Pará,201310,2,142153.55,502,56,0,2,513,22
Pará,201310,3,264254.25,470,74,0,5,493,31
Pará,201310,4,75774.75,80,22,0,3,82,27
Amapá,201310,2,15104.25,20,3,0,1,21,3
Amapá,201310,4,2500.0,3,2,0,0,3,0
Amapá,201310,1,2200.0,2,1,0,0,2,1
Amapá,201310,3,13411.0,14,3,0,0,16,1
Tocantins,201310,2,38850.9,123,37,0,0,127,4
Tocantins,201310,3,72205.35,118,43,0,5,121,6
Tocantins,201310,1,7675.6,51,18,0,0,53,2
Tocantins,201310,0,159.5,2,2,0,0,2,0
Tocantins,201310,4,28920.500000000004,22,16,0,4,22,3
Maranhão,201310,1,68014.9,274,57,1,3,284,11
Maranhão,201310,2,182477.24999999997,594,89,0,9,619,15
Maranhão,201310,3,383896.79999999993,569,96,1,17,603,23
Maranhão,201310,4,113749.30000000002,104,25,2,10,106,7
Maranhão,201310,0,5258.65,4,4,0,0,4,0
Piauí,201310,2,165174.5,580,107,1,2,617,19
Piauí,201310,1,71248.75,301,78,0,2,308,9
Piauí,201310,3,219862.55,427,107,2,11,470,11
Piauí,201310,4,43446.45,40,17,1,3,42,2
Piauí,201310,0,3139.75,4,3,0,0,4,0
Ceará,201310,1,205505.7,1216,109,0,1,1230,23
Ceará,201310,2,736887.1000000002,1992,152,0,3,2076,68
Ceará,201310,3,1012077.9500000007,1821,158,1,8,1941,68
Ceará,201310,0,72597.54999999999,221,47,0,0,223,1
Ceará,201310,4,279816.04999999993,356,78,0,3,378,19
Rio Grande do Norte,201310,1,117791.20000000001,388,67,0,3,422,14
Rio Grande do Norte,201310,2,263265.55,670,114,0,6,702,21
Rio Grande do Norte,201310,3,415657.7000000001,627,102,1,12,678,22
Rio Grande do Norte,201310,4,102503.6,77,23,0,4,80,2
Rio Grande do Norte,201310,0,2081.25,4,3,0,0,4,2
Paraíba,201310,3,482543.25000000006,890,157,2,22,932,32
Paraíba,201310,2,224577.7,721,121,0,10,742,24
Paraíba,201310,0,8829.3,40,18,0,0,40,0
Paraíba,201310,1,49166.8,290,71,0,2,294,13
Paraíba,201310,4,96652.14999999997,85,31,0,2,89,3
Pernambuco,201310,0,112290.05,162,52,0,2,173,3
Pernambuco,201310,1,171208.94999999998,644,106,0,1,673,22
Pernambuco,201310,2,810486.15,2129,162,1,17,2246,75
Pernambuco,201310,3,799742.95,1420,152,2,12,1523,36
Pernambuco,201310,4,266811.60000000003,315,62,0,5,330,21
Pernambuco,201310,,3129.9,2,2,0,0,2,0
Alagoas,201310,2,165559.5,411,67,0,4,425,13
Alagoas,201310,3,367843.75000000006,502,84,0,20,532,17
Alagoas,201310,0,13547.8,23,7,0,1,23,2
Alagoas,201310,1,29275.800000000003,173,35,0,2,176,8
Alagoas,201310,4,103459.90000000001,78,25,1,6,83,5
Sergipe,201310,1,26078.0,126,25,0,1,127,29
Sergipe,201310,2,57979.65,235,41,0,3,237,53
Sergipe,201310,3,163581.05000000002,264,49,0,6,272,38
Sergipe,201310,4,53220.950000000004,54,20,0,1,57,11
Bahia,201310,1,198156.7,1091,188,0,6,1131,35
Bahia,201310,3,1033750.3000000004,1792,292,5,58,1918,68
Bahia,201310,2,718799.2000000001,2304,295,1,25,2441,60
Bahia,201310,4,454147.19999999995,389,132,2,17,413,21
Bahia,201310,0,30707.0,33,18,0,0,35,4
Bahia,201310,,529.25,1,1,0,0,1,0
Minas Gerais,201310,3,2330420.0499999975,4010,598,5,111,4280,118
Minas Gerais,201310,1,834278.2,3867,498,1,27,4020,108
Minas Gerais,201310,2,1899341.9999999988,5737,639,1,66,6015,168
Minas Gerais,201310,4,809225.650000001,837,262,6,43,899,35
Minas Gerais,201310,0,86052.6,219,105,0,3,225,14
Minas Gerais,201310,,0.0,1,1,0,0,1,0
Espírito Santo,201310,0,59069.3,179,25,0,1,180,8
Espírito Santo,201310,1,138483.9,498,57,0,8,529,9
Espírito Santo,201310,2,193032.90000000002,670,63,0,9,690,15
Espírito Santo,201310,3,455188.69999999995,782,71,3,20,838,22
Rio de Janeiro,201310,1,272095.05000000005,1548,82,0,8,1580,96
Rio de Janeiro,201310,2,750500.7499999999,2747,89,1,18,2838,139
Rio de Janeiro,201310,3,1717878.1499999994,3315,88,5,30,3414,175
Rio de Janeiro,201310,4,536336.9,703,68,4,23,726,66
Rio de Janeiro,201310,0,64678.200000000004,145,33,1,3,146,17
Rio de Janeiro,201310,,381.25,7,3,0,0,7,0
São Paulo,201310,0,983666.2500000003,2076,221,1,16,2148,108
São Paulo,201310,1,1417271.5,7625,506,2,35,7817,234
São Paulo,201310,2,3192230.0999999978,11476,540,7,102,11810,334
São Paulo,201310,3,4120876.199999999,8352,533,10,153,8787,266
São Paulo,201310,4,1850034.2000000011,2304,320,8,95,2411,97
Paraná,201310,0,79847.85,289,85,1,6,297,6
Paraná,201310,2,936643.6500000001,2828,328,1,32,2963,80
Paraná,201310,3,1339634.0499999993,2612,316,3,45,2772,80
Paraná,201310,1,354531.49999999994,1757,258,0,8,1815,42
Santa Catarina,201310,3,786260.4000000001,1544,229,1,18,1604,51
Santa Catarina,201310,1,261619.5,1682,180,0,6,1717,44
Santa Catarina,201310,2,517286.05000000016,1951,212,1,13,2006,54
Santa Catarina,201310,4,421918.55000000016,555,137,1,11,572,23
Santa Catarina,201310,0,77942.85,151,59,0,4,152,3
Rio Grande do Sul,201310,2,1418258.2499999988,4732,406,2,47,4868,108
Rio Grande do Sul,201310,0,96529.45000000001,352,95,0,2,365,9
Rio Grande do Sul,201310,1,854786.4,3848,367,2,22,3959,106
Rio Grande do Sul,201310,4,776129.7500000005,968,239,6,37,1015,51
Rio Grande do Sul,201310,3,1400834.549999999,3164,373,6,65,3293,63
Mato Grosso do Sul,201310,2,171625.15,634,60,0,5,653,16
Mato Grosso do Sul,201310,3,258135.94999999995,475,67,1,13,494,14
Mato Grosso do Sul,201310,4,63350.55,65,24,0,6,68,3
Mato Grosso do Sul,201310,1,65625.0,404,42,0,3,410,6
Mato Grosso do Sul,201310,0,6280.15,17,8,0,0,17,1
Mato Grosso,201310,2,118945.5,436,73,0,16,448,24
Mato Grosso,201310,3,238128.7,462,83,2,37,486,9
Mato Grosso,201310,1,46265.25,252,47,0,5,255,6
Mato Grosso,201310,4,77499.09999999999,69,31,1,17,71,2
Mato Grosso,201310,0,5904.5,13,9,1,1,13,1
Mato Grosso,201310,,2458.65,2,2,0,0,2,0
Goiás,201310,0,111649.25000000001,232,60,1,5,241,14
Goiás,201310,2,276923.70000000007,775,125,1,15,798,32
Goiás,201310,3,559195.8000000002,809,141,5,31,845,27
Goiás,201310,1,95970.15,393,82,0,3,411,10
Goiás,201310,4,128070.09999999999,101,29,1,8,109,6
Distrito Federal,201310,0,4174.75,23,1,0,0,23,0
Distrito Federal,201310,1,5315.5,28,1,0,0,28,8
Distrito Federal,201310,2,26679.25,84,1,0,1,84,18
Distrito Federal,201310,3,25174.050000000003,65,1,0,1,65,8
Distrito Federal,201310,4,6866.9,10,1,0,0,10,2
Rondônia,201311,2,17285.4,85,22,0,2,88,4
Rondônia,201311,3,70076.69999999998,104,23,0,3,110,3
Rondônia,201311,1,2887.6,43,12,0,0,43,0
Rondônia,201311,4,14823.449999999999,20,11,0,3,20,1
Rondônia,201311,0,2854.25,4,3,0,0,4,1
Acre,201311,2,16417.45,57,7,0,1,58,2
Acre,201311,3,35312.6,73,10,0,1,74,4
Acre,201311,1,6076.0,35,3,0,0,35,5
Acre,201311,4,5670.5,8,3,0,2,8,1
Amazonas,201311,3,138265.65,279,10,0,1,289,7
Amazonas,201311,2,108931.44999999998,384,15,0,1,390,9
Amazonas,201311,4,51132.350000000006,55,3,0,0,56,4
Amazonas,201311,1,12282.5,93,3,0,0,93,5
Amazonas,201311,0,2388.75,4,2,0,0,4,0
Roraima,201311,2,5600.25,9,1,0,0,10,2
Roraima,201311,3,7113.85,7,2,0,0,7,4
Pará,201311,1,31664.5,196,24,0,0,200,10
Pará,201311,2,143934.7,504,61,0,2,514,21
Pará,201311,3,262183.0,479,74,1,6,498,21
